papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
BMGB4;PN N1;BANCO BMG PN N1;Intermediários Financeiros;5.29;26/05/2026;3.06;5.8;7327850.0;3429420000.0;0.0;31/03/2026;648284000;-167.0;578.0;91.0;81.0;654.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.0;0.0;0.0;0.0;0.0;0.0;51393300000.0;0.0;0.0;0.0;0.0;4240870000.0;592889000.0;147090000.0
BMIN4;PN;BANCO MERCANTIL DE INVESTIMENTOS SA PN;Intermediários Financeiros;17.6;21/05/2026;15.57;24.15;3711.0;84920000.0;0.0;31/03/2026;4825000;0.0;748.0;235.0;59.0;3007.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;0.0;0.0;0.0;0.0;0.0;633493000.0;0.0;0.0;0.0;0.0;145067000.0;11347000.0;3703000.0
BMKS3;ON;MONARK ON;Viagens e Lazer;372.0;26/05/2026;272.85;402.44;35506.0;169167000.0;6640020.0;31/03/2026;454750;0.0;284.0;13097.0;82.0;45444.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-85.0;0.0;0.0;350.0;0.0;0.0;0.0;0.0;0.0;251521000.0;164765000.0;181463000.0;2238000.0;-162527000.0;206657000.0;59558000.0;3729000.0
BMOB3;ON NM;BEMOBI TECH ON NM;Programas e Serviços;25.6;26/05/2026;17.39;28.2;17685400.0;2191570000.0;1883250000.0;31/03/2026;85608400;-35.0;1372.0;187.0;225.0;1138.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;83.0;0.0;0.0;0.0;0.0;0.0;2026430000.0;349216000.0;1443770000.0;40893000.0;-308323000.0;974187000.0;159700000.0;34212000.0
BNBR3;ON;BANCO DO NORDESTE ON;Intermediários Financeiros;108.75;26/05/2026;85.44;121.5;26404.0;10733600000.0;0.0;31/03/2026;98700000;-203.0;332.0;3273.0;65.0;16819.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;0.0;0.0;0.0;0.0;0.0;75643700000.0;0.0;0.0;0.0;0.0;16600600000.0;3230310000.0;488016000.0
BOBR4;PN;BOMBRIL SA PN;Produtos de Uso Pessoal e de Limpeza;1.22;26/05/2026;1.16;1.68;6594.0;317822000.0;471284000.0;30/09/2025;260510000;-615.0;-20.0;-608.0;-20.0;-608.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;183.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;895724000.0;22243000.0;441994000.0;175705000.0;153462000.0;-1583160000.0;-1584110000.0;20635000.0
BPAC11;UNT;BTGP BANCO UNT;Intermediários Financeiros;55.5;26/05/2026;37.61;64.34;527315000.0;215896000000.0;0.0;31/03/2026;11670100000;-72.0;1247.0;445.0;290.0;1915.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;717681000000.0;0.0;0.0;0.0;0.0;74510400000.0;17307500000.0;4570400000.0
BPAC3;ON;BTGP BANCO ON;Intermediários Financeiros;27.98;26/05/2026;20.79;45.29;602303.0;326528000000.0;0.0;31/03/2026;11670100000;-60.0;1887.0;148.0;438.0;638.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;717681000000.0;0.0;0.0;0.0;0.0;74510400000.0;17307500000.0;4570400000.0
BPAC5;PNA;BTGP BANCO PNA;Intermediários Financeiros;14.99;26/05/2026;8.14;21.28;485606.0;174934000000.0;0.0;31/03/2026;11670100000;135.0;1011.0;148.0;235.0;638.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;0.0;0.0;717681000000.0;0.0;0.0;0.0;0.0;74510400000.0;17307500000.0;4570400000.0
BPAN4;PN;BANCO PAN PN;Intermediários Financeiros;12.75;23/01/2026;7.35;12.75;0.0;16180600000.0;0.0;30/09/2025;1269070000;0.0;2147.0;59.0;208.0;614.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69375300000.0;0.0;0.0;0.0;0.0;7792670000.0;753744000.0;187071000.0
BRAP3;ON N1;BRADESPAR S/A ON N1;Mineração;19.69;26/05/2026;12.76;21.7;1102100.0;7740080000.0;7484080000.0;31/03/2026;393097000;-61.0;990.0;199.0;99.0;1990.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0;0.0;0.0;109.0;0.0;0.0;0.0;0.0;0.0;7870440000.0;256000000.0;256520000.0;0.0;-256000000.0;7823900000.0;782165000.0;553506000.0
BRAP4;PN N1;BRADESPAR S/A PN N1;Mineração;23.08;26/05/2026;13.56;25.49;50791400.0;9072680000.0;8816680000.0;31/03/2026;393097000;-47.0;1160.0;199.0;116.0;1990.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0;0.0;0.0;102.0;0.0;0.0;0.0;0.0;0.0;7870440000.0;256000000.0;256520000.0;0.0;-256000000.0;7823900000.0;782165000.0;553506000.0
BRAV3;ON;BRAVA ON;Petróleo, Gás e Biocombustíveis;20.07;26/05/2026;13.35;21.64;239425000.0;9323660000.0;19951100000.0;31/03/2026;464557000;70.0;4013.0;50.0;82.0;2456.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;42610100000.0;5220180000.0;8229310000.0;15847600000.0;10627400000.0;11410000000.0;232365000.0;-349686000.0
BRBI11;UNT N2;BR PARTNERS UNT N2;Intermediários Financeiros;16.11;26/05/2026;13.91;21.02;4799190.0;1691480000.0;474672000.0;31/03/2026;314987000;-266.0;997.0;162.0;213.0;756.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;97.0;0.0;0.0;0.0;0.0;0.0;18173400000.0;0.0;0.0;0.0;0.0;-1216810000.0;9597020.0;-2855000.0
BRKM3;ON N1;BRASKEM ON N1;Químicos;8.53;26/05/2026;7.05;12.35;452804.0;6800180000.0;49818200000.0;31/03/2026;797208000;-229.0;-74.0;-1146.0;-43.0;-1974.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75870000000.0;6046000000.0;26191000000.0;49064000000.0;43018000000.0;-15736000000.0;-9132000000.0;1446000000.0
BRKM5;PNA N1;BRASKEM PNA N1;Químicos;11.68;26/05/2026;6.26;12.7;62428500.0;9311390000.0;52329400000.0;31/03/2026;797208000;-581.0;-102.0;-1146.0;-59.0;-1974.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75870000000.0;6046000000.0;26191000000.0;49064000000.0;43018000000.0;-15736000000.0;-9132000000.0;1446000000.0
BRKM6;PNB N1;BRASKEM PNB N1;Químicos;7.02;20/05/2026;6.12;9.89;498.0;5596400000.0;48614400000.0;31/03/2026;797208000;0.0;-61.0;-1146.0;-36.0;-1974.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75870000000.0;6046000000.0;26191000000.0;49064000000.0;43018000000.0;-15736000000.0;-9132000000.0;1446000000.0
BRSR3;ON;BANRISUL S/A ON;Intermediários Financeiros;17.87;26/05/2026;10.54;19.74;106425.0;7308370000.0;0.0;31/03/2026;408974000;102.0;461.0;387.0;65.0;2769.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;0.0;0.0;0.0;164205000000.0;0.0;0.0;0.0;0.0;11323200000.0;1584360000.0;221407000.0
BRSR5;PNA;BANRISUL S/A PNA;Intermediários Financeiros;17.01;07/05/2026;13.36;19.38;455.0;6956650000.0;0.0;31/03/2026;408974000;0.0;439.0;387.0;61.0;2769.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.0;0.0;0.0;0.0;0.0;0.0;164205000000.0;0.0;0.0;0.0;0.0;11323200000.0;1584360000.0;221407000.0
BRSR6;PNB;BANRISUL S/A PNB;Intermediários Financeiros;14.82;26/05/2026;9.71;18.86;28469800.0;6061000000.0;0.0;31/03/2026;408974000;-74.0;383.0;387.0;54.0;2769.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107.0;0.0;0.0;0.0;0.0;0.0;164205000000.0;0.0;0.0;0.0;0.0;11323200000.0;1584360000.0;221407000.0
BRST3;ON NM;BRISANET ON NM;Telecomunicações;2.83;26/05/2026;2.58;3.55;1173050.0;1239560000.0;2920590000.0;31/03/2026;438008000;-139.0;3138.0;9.0;79.0;357.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;4637800000.0;724410000.0;1074170000.0;2405440000.0;1681030000.0;1562810000.0;39507000.0;19047000.0
BSLI3;ON;BRB ON;Intermediários Financeiros;3.46;26/05/2026;3.35;10.54;131222.0;1682190000.0;0.0;30/06/2025;486181000;87.0;241.0;144.0;42.0;820.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;74509300000.0;0.0;0.0;0.0;0.0;3984960000.0;698331000.0;272858000.0
BSLI4;ON;BRB ON;Intermediários Financeiros;3.5;26/05/2026;3.34;11.48;135466.0;1701630000.0;0.0;30/06/2025;486181000;-141.0;244.0;144.0;43.0;820.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0;0.0;0.0;0.0;0.0;0.0;74509300000.0;0.0;0.0;0.0;0.0;3984960000.0;698331000.0;272858000.0
CALI3;ON;CAL S/A ON;Construção Civil;23.37;19/05/2026;15.11;25.0;3674.0;163333000.0;313897000.0;31/03/2026;6989000;0.0;399.0;586.0;81.0;2879.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;0.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;1057100000.0;168109000.0;800769000.0;318673000.0;150564000.0;201211000.0;40931000.0;16436000.0
CAMB3;ON;PENALTY ON;Tecidos, Vestuário e Calçados;10.0;26/05/2026;8.13;10.39;243362.0;422750000.0;366210000.0;31/03/2026;42275000;111.0;613.0;163.0;132.0;756.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;154.0;0.0;0.0;122.0;0.0;0.0;0.0;0.0;0.0;390149000.0;58191000.0;201014000.0;1651000.0;-56540000.0;319417000.0;68956000.0;19677000.0
CAML3;ON NM;CAMIL ON NM;Alimentos Processados;5.87;26/05/2026;4.11;7.32;7471510.0;2054500000.0;5302740000.0;28/02/2026;350000000;121.0;1385.0;42.0;68.0;862.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;10774500000.0;2022700000.0;5513440000.0;5270950000.0;3248240000.0;3015320000.0;148369000.0;-40394000.0
CASH3;ON NM;MELIUZ ON NM;Programas e Serviços;4.27;26/05/2026;3.24;8.82;5158960.0;483475000.0;392110000.0;31/03/2026;113226000;215.0;-682.0;-63.0;107.0;399.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;550042000.0;91365000.0;197886000.0;0.0;-91365000.0;451778000.0;-70887000.0;-59939000.0
CBAV3;ON NM;CBA ON NM;Mineração;10.71;26/05/2026;2.83;10.71;31740400.0;6972990000.0;10105800000.0;31/03/2026;651073000;66.0;5693.0;19.0;151.0;711.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;14112200000.0;1488050000.0;4765150000.0;4620840000.0;3132790000.0;4630130000.0;122494000.0;306437000.0
CBEE3;ON;AMPLA ENERG ON;Energia Elétrica;11.95;26/05/2026;8.49;14.83;497.0;5416030000.0;10196000000.0;31/03/2026;453224000;3412.0;10663.0;11.0;54.0;2200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22330900000.0;154745000.0;4989850000.0;4934770000.0;4780020000.0;9970030000.0;50795000.0;109635000.0
CEAB3;ON NM;CEA MODAS ON NM;Comércio;11.37;26/05/2026;9.51;19.95;107410000.0;3504750000.0;3636400000.0;31/03/2026;308245000;-477.0;599.0;190.0;95.0;1201.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.0;0.0;0.0;46.0;0.0;0.0;0.0;0.0;0.0;8629790000.0;805748000.0;4015370000.0;937402000.0;131654000.0;3702830000.0;584677000.0;1664000.0
CEBR3;ON;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON;Energia Elétrica;28.0;26/05/2026;15.74;34.51;181077.0;2018300000.0;1637280000.0;31/03/2026;72082000;0.0;1209.0;232.0;213.0;1312.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;141.0;0.0;0.0;0.0;0.0;0.0;1367090000.0;381013000.0;643751000.0;0.0;-381013000.0;945696000.0;166923000.0;30979000.0
CEBR5;PNA;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA;Energia Elétrica;27.05;26/05/2026;15.64;29.44;54093.0;1949820000.0;1568810000.0;31/03/2026;72082000;289.0;1168.0;232.0;206.0;1312.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;146.0;0.0;0.0;0.0;0.0;0.0;1367090000.0;381013000.0;643751000.0;0.0;-381013000.0;945696000.0;166923000.0;30979000.0
CEBR6;PNB;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB;Energia Elétrica;31.07;26/05/2026;17.51;32.0;240502.0;2239590000.0;1858570000.0;31/03/2026;72082000;-13.0;1342.0;232.0;237.0;1312.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;140.0;0.0;0.0;0.0;0.0;0.0;1367090000.0;381013000.0;643751000.0;0.0;-381013000.0;945696000.0;166923000.0;30979000.0
CEDO3;ON;CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON;Tecidos, Vestuário e Calçados;10.0;14/05/2026;7.0;29.0;1971.0;100000000.0;472845000.0;31/03/2026;10000000;0.0;-180.0;-555.0;39.0;2595.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;929843000.0;10714000.0;365672000.0;383559000.0;372845000.0;259506000.0;-55520000.0;-18168000.0
CEDO4;PN;CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN;Tecidos, Vestuário e Calçados;5.94;26/05/2026;5.94;19.5;27144.0;59400000.0;432245000.0;31/03/2026;10000000;-133.0;-107.0;-555.0;23.0;2595.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;929843000.0;10714000.0;365672000.0;383559000.0;372845000.0;259506000.0;-55520000.0;-18168000.0
CEEB3;ON;COELBA ON;Energia Elétrica;48.29;26/05/2026;31.8;50.0;15898.0;12656600000.0;31291600000.0;31/03/2026;262096000;-4.0;676.0;714.0;156.0;3094.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.0;0.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0;37739000000.0;2979000000.0;8572000000.0;21614000000.0;18635000000.0;8110000000.0;1872000000.0;406000000.0
CEEB5;PNA;COELBA PNA;Energia Elétrica;43.6;04/05/2026;30.6;44.08;757.0;11427400000.0;30062400000.0;31/03/2026;262096000;0.0;610.0;714.0;141.0;3094.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.0;0.0;0.0;133.0;0.0;0.0;0.0;0.0;0.0;37739000000.0;2979000000.0;8572000000.0;21614000000.0;18635000000.0;8110000000.0;1872000000.0;406000000.0
CEED3;ON N1;CEEE-D ON N1;Energia Elétrica;9.79;18/02/2026;6.65;9.99;0.0;668216000.0;7709170000.0;31/03/2026;68255000;0.0;-90.0;-1087.0;-15.0;-6317.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10063900000.0;1069340000.0;3393800000.0;8110290000.0;7040950000.0;-4311770000.0;-742009000.0;-40807000.0
CEGR3;ON;CEG ON;Gás;32.69;19/05/2026;32.69;95.47;1510.0;8487570000.0;8801860000.0;31/03/2026;259638000;0.0;1267.0;258.0;389.0;840.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;248.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;4768590000.0;443466000.0;1183610000.0;757761000.0;314295000.0;2181060000.0;670085000.0;137617000.0
CGAS3;ON;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON;Gás;123.99;22/05/2026;113.13;136.99;13908.0;16431300000.0;24982700000.0;31/03/2026;132521000;0.0;1067.0;1162.0;954.0;1299.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;0.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;16495300000.0;2473080000.0;5478740000.0;11024500000.0;8551440000.0;1721830000.0;1539430000.0;279271000.0
CGAS5;PNAS;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS;Gás;124.59;26/05/2026;117.18;135.94;163289.0;16510800000.0;25062200000.0;31/03/2026;132521000;35.0;1073.0;1162.0;959.0;1299.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.0;0.0;0.0;72.0;0.0;0.0;0.0;0.0;0.0;16495300000.0;2473080000.0;5478740000.0;11024500000.0;8551440000.0;1721830000.0;1539430000.0;279271000.0
CGRA3;ON;GRAZZIOTIN ON;Comércio;24.93;25/05/2026;18.58;28.52;33281.0;588770000.0;432325000.0;31/03/2026;23616900;0.0;696.0;358.0;67.0;3740.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;242.0;0.0;0.0;0.0;0.0;0.0;1255700000.0;156445000.0;526615000.0;0.0;-156445000.0;883322000.0;84649000.0;5209000.0
CGRA4;PN;GRAZZIOTIN PN;Comércio;24.93;26/05/2026;18.22;27.59;170332.0;588770000.0;432325000.0;31/03/2026;23616900;56.0;696.0;358.0;67.0;3740.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;242.0;0.0;0.0;0.0;0.0;0.0;1255700000.0;156445000.0;526615000.0;0.0;-156445000.0;883322000.0;84649000.0;5209000.0
CLSC3;ON N2;CELESC ON N2;Energia Elétrica;129.99;26/05/2026;83.19;133.71;27953.0;5013970000.0;9785340000.0;31/03/2026;38572000;0.0;689.0;1886.0;121.0;10737.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;14467500000.0;286625000.0;4263640000.0;5057990000.0;4771360000.0;4141510000.0;727471000.0;250659000.0
CLSC4;PN N2;CELESC PN N2;Energia Elétrica;142.18;26/05/2026;89.53;155.46;388663.0;5484170000.0;10255500000.0;31/03/2026;38572000;-57.0;754.0;1886.0;132.0;10737.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;67.0;0.0;0.0;0.0;0.0;0.0;14467500000.0;286625000.0;4263640000.0;5057990000.0;4771360000.0;4141510000.0;727471000.0;250659000.0
CMIG3;ON N1;CEMIG ON N1;Energia Elétrica;16.17;26/05/2026;13.07;19.39;2723210.0;46275000000.0;64093000000.0;31/03/2026;2861780000;-86.0;957.0;169.0;160.0;1009.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;58.0;0.0;0.0;0.0;0.0;0.0;68174300000.0;1792520000.0;14417400000.0;19610500000.0;17818000000.0;28887600000.0;4837710000.0;978545000.0
CMIG4;PN N1;CEMIG PN N1;Energia Elétrica;11.2;26/05/2026;9.38;13.55;207772000.0;32052000000.0;49870000000.0;31/03/2026;2861780000;-62.0;663.0;169.0;111.0;1009.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;68174300000.0;1792520000.0;14417400000.0;19610500000.0;17818000000.0;28887600000.0;4837710000.0;978545000.0
CMIN3;ON N2;CSNMINERACAO ON N2;Mineração;4.51;26/05/2026;4.08;6.24;38183800.0;24498500000.0;24767200000.0;31/03/2026;5432040000;45.0;1099.0;41.0;346.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;242.0;0.0;0.0;0.0;0.0;0.0;34188500000.0;8861070000.0;12686700000.0;9129710000.0;268641000.0;7080300000.0;2229270000.0;222368000.0
COCE3;ON;CIA ENERG CEARA - COELCE ON;Energia Elétrica;33.32;14/05/2026;24.86;48.49;83.0;2875580000.0;9571330000.0;31/03/2026;86302000;0.0;569.0;585.0;51.0;6497.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;103.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;16659900000.0;191161000.0;3023920000.0;6886910000.0;6695750000.0;5606640000.0;505176000.0;145241000.0
COCE5;PNA;CIA ENERG CEARA - COELCE PNA;Energia Elétrica;33.37;26/05/2026;24.32;34.17;446661.0;2879900000.0;9575640000.0;31/03/2026;86302000;21.0;570.0;585.0;51.0;6497.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;103.0;0.0;0.0;44.0;0.0;0.0;0.0;0.0;0.0;16659900000.0;191161000.0;3023920000.0;6886910000.0;6695750000.0;5606640000.0;505176000.0;145241000.0
COGN3;ON;COGNA ON;Diversos;2.54;26/05/2026;2.25;4.57;84927500.0;5243240000.0;10574300000.0;31/03/2026;2064270000;-78.0;780.0;33.0;39.0;659.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;0.0;0.0;47.0;0.0;0.0;0.0;0.0;0.0;24296900000.0;1205330000.0;4981660000.0;6536420000.0;5331090000.0;13601200000.0;671857000.0;141447000.0
CPFE3;ON;CPFL ENERGIA S.A. ON;Energia Elétrica;43.59;26/05/2026;34.48;52.32;108873000.0;50226800000.0;76189000000.0;31/03/2026;1152250000;67.0;872.0;500.0;207.0;2109.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.0;0.0;0.0;86.0;0.0;0.0;0.0;0.0;0.0;83990600000.0;5751930000.0;19687100000.0;31714100000.0;25962200000.0;24297600000.0;5763250000.0;1830240000.0
CPLE3;ON;COPEL ON;Energia Elétrica;14.78;26/05/2026;10.02;16.72;389194000.0;44085900000.0;62225300000.0;31/03/2026;2982810000;-61.0;1624.0;91.0;185.0;799.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;72.0;0.0;0.0;0.0;0.0;0.0;62926700000.0;5175930000.0;13098900000.0;23315300000.0;18139300000.0;23832400000.0;2715140000.0;692039000.0
CPLE5;PNA;COPEL PNA;Energia Elétrica;13.58;19/12/2025;11.2;15.38;0.0;40506600000.0;58645900000.0;31/03/2026;2982810000;0.0;1492.0;91.0;170.0;799.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62926700000.0;5175930000.0;13098900000.0;23315300000.0;18139300000.0;23832400000.0;2715140000.0;692039000.0
CRPG3;ON;CRISTAL ON;Químicos;18.0;25/05/2026;15.0;21.5;305.0;522342000.0;486672000.0;31/03/2026;29019000;0.0;-649.0;-277.0;95.0;1896.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;944267000.0;39844000.0;608871000.0;4174000.0;-35670000.0;550076000.0;-80437000.0;-19991000.0
CRPG5;PNA;CRISTAL PNA;Químicos;16.1;26/05/2026;11.71;24.67;56931.0;467206000.0;431536000.0;31/03/2026;29019000;81.0;-581.0;-277.0;85.0;1896.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;944267000.0;39844000.0;608871000.0;4174000.0;-35670000.0;550076000.0;-80437000.0;-19991000.0
CRPG6;PNB;CRISTAL PNB;Químicos;16.81;20/05/2026;10.99;23.89;3656.0;487809000.0;452139000.0;31/03/2026;29019000;0.0;-606.0;-277.0;89.0;1896.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;944267000.0;39844000.0;608871000.0;4174000.0;-35670000.0;550076000.0;-80437000.0;-19991000.0
CSAN3;ON;COSAN SA INDUSTRIA E COMERCIO ON;Petróleo, Gás e Biocombustíveis;4.28;26/05/2026;4.13;8.54;154867000.0;16976900000.0;64389600000.0;31/03/2026;3966570000;-251.0;-178.0;-240.0;486.0;88.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;126989000000.0;17464000000.0;31905100000.0;64876600000.0;47412600000.0;3493750000.0;-9517580000.0;-1583350000.0
CSED3;ON NM;CRUZEIRO EDU ON NM;Diversos;4.08;26/05/2026;3.94;6.96;3752910.0;1487330000.0;1947460000.0;31/03/2026;364543000;-423.0;547.0;75.0;90.0;453.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.0;0.0;0.0;119.0;0.0;0.0;0.0;0.0;0.0;4860500000.0;930828000.0;1244640000.0;1390960000.0;460129000.0;1652140000.0;271939000.0;61484000.0
CSMG3;ON;COPASA MG ON;Água e Saneamento;53.26;26/05/2026;22.37;60.35;235645000.0;20252300000.0;27114700000.0;31/03/2026;380253000;49.0;1494.0;356.0;231.0;2306.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0;21493600000.0;2509970000.0;4270560000.0;9372390000.0;6862420000.0;8768800000.0;1355340000.0;368104000.0
CSNA3;ON;CSN ON;Siderurgia e Metalurgia;6.69;26/05/2026;5.72;10.89;68205400.0;8871570000.0;45867200000.0;31/03/2026;1326090000;-45.0;-444.0;-151.0;69.0;969.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99128300000.0;13439500000.0;29391900000.0;50435100000.0;36995600000.0;12849800000.0;-1998760000.0;-615531000.0
CSUD3;ON;CSU DIGITAL ON;Serviços Diversos;17.56;26/05/2026;15.37;19.41;2176620.0;734008000.0;787385000.0;31/03/2026;41800000;121.0;721.0;243.0;154.0;1144.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;125.0;0.0;0.0;134.0;0.0;0.0;0.0;0.0;0.0;828958000.0;95310000.0;275408000.0;148687000.0;53377000.0;478135000.0;101751000.0;20134000.0
